6340
2128	レーベル	5
565	ロック	43
2222	ロマン	6
1029	ワイルド	17
223	ワイン	162
1539	ワン	7
2379	ワンカップ	12
2548	ヶ月	14
1223	一つ	59
1590	一ノ蔵	22
2052	一体	12
1030	一切	18
1104	一升瓶	80
998	一口	69
994	一品	59
2036	一方	7
2591	一時	5
173	一本義	13
2077	一杯	5
1428	一献	13
639	一番	162
657	一瞬	52
2744	一筋	5
372	一緒	90
2461	一線	8
725	一般	24
1079	一見	6
1352	一言	50
1841	一貫	6
2290	一転	5
1310	一辺倒	8
2678	一部	8
778	丁寧	48
2241	丁度	6
2622	七福神	5
2596	万寿	8
186	万能	37
1629	三井	14
2740	三光	5
2220	三口	7
2442	三拍子	5
1646	三盆	10
1750	三芳	17
2694	三連星	6
472	三重	26
2170	上がり	16
1152	上がる	50
1101	上げる	30
320	上位	16
434	上品	208
1402	上手	99
2324	上手い	24
1111	上澄み	16
2417	上白	5
2661	上等	5
1687	上級	7
435	上質	11
2618	上顎	5
1833	下がる	7
1022	下さる	30
2457	下手	7
2464	不動	7
1531	不可	10
2599	不向き	6
1606	不味い	39
1239	不思議	47
665	不明	17
2717	不満	12
1951	不老	10
2155	不足	7
462	与える	18
2672	世の中	5
1621	世界	19
1422	世間	6
2073	両方	14
2405	並ぶ	13
1080	並み	11
160	中口	32
1535	中将	16
1238	中庸	14
1068	中心	64
2756	中旬	5
995	中盤	33
681	中華	12
1583	中身	15
2684	中途半端	6
2619	中間	18
1006	丸い	35
396	丸み	50
2156	主人	11
356	主体	13
576	主張	96
272	乃井	31
1277	乃景	22
1985	乃梅	8
1681	乃泉	7
2420	乃澤	5
2233	乃白	6
1248	乃誉	33
248	久しぶり	72
1826	久乃	7
1157	久保田	87
1588	久礼	5
2749	乏しい	7
1380	乗り	10
80	乗る	44
2299	九州	23
1411	九平	32
802	九郎	15
677	乳酸	25
726	乳酸菌	6
743	乾坤	31
1018	乾杯	33
237	亀泉	12
1611	予定	12
957	予想	35
1437	予感	15
1974	予約	10
1800	事情	8
1540	二日酔い	5
1647	五味	17
1666	亜麻	5
1405	京都	29
1162	人気	63
397	人生	9
213	人肌	15
296	人間	9
94	仄か	104
267	今回	69
2171	今夜	6
619	今宵	35
1066	今年	158
1738	今度	41
860	今後	23
199	今日	57
1281	今時	8
592	今期	5
1575	仕上がり	15
1578	仕上がる	45
989	仕上げる	20
1568	仕事	33
1268	仕方	11
1058	仕様	10
1122	仕込	20
928	仕込み	58
570	仕込む	47
2504	他人	5
95	付き	11
2205	付き合い	6
146	付く	44
1513	付ける	9
224	仙介	9
872	仙台	15
2097	代わり	16
1931	代表	32
473	以上	144
1325	以下	76
2564	以内	5
276	以前	112
321	以外	38
2080	以来	23
1893	以降	22
1406	仲間	11
2641	企業	7
1725	企画	6
2263	伊勢丹	5
1902	伏流	7
1194	伏見	10
2175	会う	6
340	会津	85
1134	会社	19
1651	伝える	6
1698	伝わる	20
2058	伝統	9
2759	伝説	5
610	伯楽	21
96	伴う	83
2699	伸ばす	5
417	伸びる	17
2736	伺う	5
347	似る	89
2074	似合う	8
1628	佇まい	8
2079	位置	12
727	低い	49
449	低め	14
1294	低温	16
873	住む	16
2697	住吉	12
2300	佐賀	6
2143	体調	8
398	体験	10
1635	何処	5
2392	余り	5
1003	余計	6
2519	余談	7
53	余韻	453
882	作り	29
348	作る	69
1353	作品	7
1786	佳人	6
1486	併せる	6
698	使う	113
543	使用	180
2150	例える	8
2361	供給	5
1161	価値	48
880	価格	260
2117	保つ	7
2190	保冷	5
297	保存	43
1343	保管	39
418	信じる	12
1555	信州	25
1803	信濃	11
1992	修行	6
322	個人	280
835	個性	126
2628	値する	5
2539	値上げ	5
2634	値打ち	6
577	値段	323
1462	健在	12
933	偶然	15
2757	傑作	5
1311	備える	5
1196	傾向	20
1748	僅か	92
97	優しい	205
1370	優れる	35
2345	優秀	6
547	優等生	11
1521	優雅	16
1191	元旦	7
1983	元気	7
1661	兄弟	6
2163	充分	16
1964	充実	11
2463	先代	5
1475	先入観	6
1278	先日	55
1690	先行	7
2309	先輩	6
2614	光る	7
909	入り	21
187	入る	335
81	入れる	109
1945	入口	5
11	入手	80
2416	入荷	14
1688	入門	9
943	全て	47
658	全体	141
2712	全員	5
1165	全国	32
794	全般	10
1848	全部	13
1413	全量	17
1834	全開	6
506	八兵衛	5
810	八反	22
1235	八海山	68
2522	八重	7
2680	六歌仙	5
2469	共通	11
837	兵庫	33
628	兵衛	10
2037	具合	20
2146	典型	6
2565	兼ねる	5
1376	兼ね備える	9
2487	内包	8
1197	内容	8
584	円やか	33
323	写楽	12
82	写真	12
1494	冬場	8
2320	冬季	6
753	冴える	7
2172	冷え	8
587	冷える	26
1801	冷す	7
1495	冷たい	15
268	冷や	168
225	冷やす	193
2581	冷奴	8
147	冷蔵	40
648	冷蔵庫	114
474	冷酒	125
1212	凄い	41
2112	凝縮	18
1625	凱陣	31
2785	出かける	5
2226	出しゃばる	5
328	出す	158
699	出せる	9
298	出る	369
857	出会い	12
807	出会う	49
672	出会える	25
1382	出品	15
2638	出回る	8
1331	出張	24
686	出来	23
695	出来る	80
915	出来栄え	6
324	出汁	8
640	出羽	104
1059	出荷	53
1662	出身	21
1792	出雲	13
226	分かる	60
1956	分かれる	32
1509	分ける	10
1416	分の	6
2260	分る	5
2462	分厚い	9
1802	分離	15
2315	分類	10
2340	切り	6
249	切る	63
761	切れ	100
616	切れる	70
744	切れ味	37
200	刈穂	18
1286	初め	16
2104	初夏	6
1290	初孫	39
887	初心者	49
768	初日	48
687	初雪	14
2777	判る	6
1978	判断	9
2784	別格	6
847	別物	15
649	利く	42
700	利用	8
2632	利酒	6
1381	刺し	8
754	刺激	57
214	刺身	85
1139	削る	6
1023	前半	11
2165	前回	11
765	前後	22
2316	前面	26
800	割り	20
1052	割る	10
1975	創業	5
2554	力士	6
208	力強い	177
602	加える	21
1457	加わる	17
1400	加水	30
650	加茂	7
1579	加賀	26
1981	劣る	15
1953	劣化	33
929	努力	9
215	効く	45
2624	効果	10
2585	勇気	5
2105	勉強	10
2346	勝つ	13
1667	勝る	6
572	勝山	11
673	勝手	11
1537	勝負	6
1299	勢い	13
124	勧め	69
12	勧める	142
1997	匂い	74
2209	匂う	6
659	包み込む	20
1859	包む	17
2515	包装	7
2715	化ける	5
916	北信	6
2374	北斗	19
2410	北海道	16
1359	北陸	14
380	十分	92
2627	千両	5
2231	千代	28
2460	千寿	10
2330	千歳	8
1820	千福	6
713	千葉	19
1009	半分	17
1447	半年	26
1782	半端	5
958	半額	10
1326	協会	26
1505	南国	41
1271	南部	49
492	単体	31
66	単品	14
1884	単独	9
1377	単純	8
2065	印刷	5
98	印象	418
904	危険	13
2497	卸す	5
250	厚み	37
475	原料	102
1407	原材料	16
1860	原点	7
538	原酒	352
1810	厳しい	7
1839	去年	20
2610	参加	12
2660	及ぶ	7
1249	友人	60
1604	友達	13
959	反す	6
2788	反則	6
585	収斂	7
1478	収束	7
1706	取り	35
2521	取り上げる	7
1680	取り寄せる	16
2384	取り扱う	5
2118	取る	34
1934	取れる	64
2762	取引	6
1071	取扱	5
2690	受け	6
1717	受ける	45
2336	受け入れる	5
1438	受け止める	16
2357	受賞	21
161	口コミ	9
1580	口上	6
755	口中	65
463	口内	6
99	口当たり	320
1306	口当り	26
2119	口開け	15
1496	古い	8
1224	可能	23
1195	各地	6
83	合う	439
40	合わせる	251
2553	合格	5
1263	吉乃	11
1031	吉田	11
1965	吊る	9
2484	同僚	5
399	同居	7
996	同様	29
2790	同社	6
2246	同調	5
2251	名乗る	5
227	名前	89
1863	名古屋	5
2466	名水	7
1937	名称	13
1180	向き	34
1213	向き合う	6
299	向く	44
842	向け	40
329	吟醸	1130
1557	吟香	52
1907	否める	5
209	含み	196
54	含む	611
552	含める	13
1361	吸う	8
2348	吹く	10
967	吹雪	15
1010	呑む	409
1636	呑める	38
1908	周り	10
917	周辺	6
282	味わい	1075
593	味わい深い	30
84	味わう	155
2087	味わえる	50
240	味付け	17
1901	味噌	10
1872	味見	6
1181	味覚	27
2271	味醂	5
1772	呼ぶ	14
2031	和らぐ	5
2617	和歌山	7
1077	和洋	5
1721	和食	30
2066	品種	10
2743	品評	6
603	品質	27
2322	唯一	11
2645	唸る	7
861	商品	76
2738	商店	8
918	問い合わせ	5
2085	問う	10
1013	問題	26
2770	善知鳥	7
1668	喜ぶ	16
1813	喜久	22
1977	喜多	7
1896	喜多方	5
1392	嗅ぐ	8
1798	嘉美	8
2437	囀る	10
1591	四季	24
1766	回る	10
1727	困る	13
1533	困難	20
493	固い	9
1832	国士無双	9
894	国権	25
1088	土佐	13
1663	土地	7
1615	土産	42
2210	圧し	5
1214	圧倒	8
2518	圧倒的	5
1864	在住	11
1849	在庫	16
651	地下	8
594	地元	145
1573	地区	13
1776	地味	11
2059	地域	13
919	地方	13
1115	地酒	71
1089	垂れ	5
1855	城主	6
1069	基本	48
1542	基準	6
1072	埼玉	13
595	堪能	22
2012	場合	17
2067	場所	14
2126	塩梅	7
1632	塩焼き	14
2302	塩辛	7
188	増える	21
13	増す	78
2429	売り切れる	5
1332	売り場	8
162	売る	91
1174	売れる	19
2267	売店	11
1236	変える	32
330	変わる	151
273	変化	80
2693	変貌	5
747	夏場	14
528	夏子	18
1445	夏物	9
2409	外れ	16
2215	外れる	7
1843	外側	5
41	多い	151
714	多く	25
2752	多数	5
2009	夜明け	13
373	夜長	10
548	大きい	37
112	大きめ	5
2376	大丈夫	6
2306	大事	13
1564	大人	15
507	大人しい	15
1150	大体	6
2022	大典	6
1362	大分	16
2207	大切	7
1822	大和	6
419	大変	81
862	大好き	30
773	大手	29
2040	大晦日	5
1322	大根	5
1948	大正	8
1240	大観	7
701	大量	11
1474	大関	15
1741	大阪	15
624	大黒	5
125	天ぷら	21
2674	天宝	5
1408	天明	25
100	天然	14
1147	天狗	53
1818	天野	7
2282	天領	9
1463	太い	15
2318	太平山	7
2716	太平洋	5
1655	失う	9
728	失敗	16
578	失礼	16
715	奇麗	8
1279	奈良	24
1971	契約	9
1300	奥さん	11
2780	奥ゆかしい	5
2247	奥底	7
241	奥深い	21
1192	奥行き	34
1829	奨め	12
1960	女の子	13
2413	女将	5
1354	女性	117
1746	好い	28
126	好き	405
1708	好き嫌い	15
2053	好く	6
1754	好ましい	11
644	好み	266
1250	好む	29
2183	好感	15
1674	好評	12
2289	好適	28
1610	如し	6
1200	如水	28
2159	姉さん	5
1652	始まり	5
2280	始まる	10
2075	始め	10
101	始める	37
2424	姫路	6
2584	姿勢	7
1547	嫌い	31
2760	嫌う	6
1251	嫌み	12
1597	嫌味	30
443	嬉しい	40
2775	子供	5
2411	存分	9
242	存在	50
381	季節	82
982	学生	8
1219	守る	5
974	安い	203
2212	安らぎ	5
1409	安価	10
476	安定	34
113	安心	36
2663	安芸	6
729	完全	20
2620	完売	8
261	完成	29
902	完熟	17
1456	完璧	12
660	定価	50
325	定番	40
133	宝剣	28
1016	実力	24
2041	実家	15
1510	実感	14
738	室温	23
735	宮城	19
1498	宴会	7
1675	家族	15
1081	容量	5
2700	寂しい	5
905	寄せる	5
102	寄り添う	11
906	寄る	22
1135	密度	5
811	富久	33
1793	富士	26
895	富山	32
1116	寒い	12
2540	寒中	10
692	寒梅	49
2352	寝かす	21
1448	寝かせる	43
730	寫楽	25
2427	寸前	5
920	対応	5
674	寿司	35
1471	専用	10
2157	専門	15
2319	射る	5
1812	将来	6
702	小さい	18
2590	小売	9
2375	小売り	5
2180	小左衛門	15
1163	小瓶	7
2294	小町	10
1779	小鼓	9
331	少ない	131
688	少なめ	11
1545	少量	12
661	尖る	19
1312	尚彦	7
1551	尽きる	5
1172	尾瀬	10
611	居る	6
1773	居酒屋	83
2018	届く	18
1378	展開	11
2084	山口	18
1295	山吹	20
945	山形	59
858	山本	26
2498	山猿	7
382	山田	318
2657	山系	6
1024	山菜	11
1204	山間	20
896	岐阜	17
1288	岡山	14
1420	岩手	16
2004	岩木	7
2045	島根	9
2217	崩れる	11
2691	嵌る	5
652	川鶴	10
2234	巡る	6
1876	左衛門	8
1993	市内	8
2520	市販	5
1696	希少	6
450	帯びる	27
1814	帰り	22
1565	帰る	33
2659	帰宅	9
2568	帰山	7
2349	帰省	9
745	常備	11
85	常温	228
1581	幅広い	12
1886	平凡	9
1728	平均	5
1758	平坦	5
1645	平成	24
1887	平板	5
1469	平次	109
2400	年度	14
2528	年月日	7
1225	年末	15
1637	年末年始	5
1296	年間	19
436	幸せ	37
1722	幸福	5
934	幸運	5
553	広い	15
464	広がり	29
14	広がる	353
1616	広島	37
1558	序盤	8
1338	店主	21
2019	店員	8
1612	店長	5
1339	店頭	10
228	度数	263
494	度目	5
830	廃業	7
2261	廼江	15
364	引き	11
2275	引き出す	25
1459	引き立つ	26
1487	引き立てる	29
1105	引き締まる	20
251	引き締める	16
2224	引き込む	5
617	引く	74
689	引け	11
756	引ける	17
2601	引っかかる	6
1835	引っ掛かり	5
1877	弘前	5
825	弱い	69
216	弱まる	7
977	弱める	34
846	張り	14
1371	張る	14
1131	張鶴	40
15	強い	614
821	強まる	12
55	強める	101
2714	強力	5
1060	強烈	43
1984	強調	19
1301	弾ける	15
1548	当たり	17
1638	当たり前	10
1954	当たる	7
1691	当方	10
2579	当日	6
1735	当時	18
1514	影響	6
1302	待ち遠しい	5
